week_end,karma_score,karma_score_7d,forum_activity_score_7d
2022-11-28,177,300,
2022-12-04,177,0,
2022-12-11,180,0,
2022-12-18,180,0,
2022-12-25,174,0,
2022-12-28,168,0,
2023-01-01,168,0,
2023-01-09,171,300,
2023-01-10,171,300,
2023-01-15,171,0,
2023-01-16,165,0,
2023-01-22,165,0,
2023-01-29,159,0,
2023-02-05,159,150,
2023-02-12,159,150,
2023-02-19,165,0,
2023-02-26,165,0,
2023-03-24,147,0,
2023-03-26,144,0,
2023-04-02,147,150,
2023-04-09,141,0,
2023-04-16,141,0,
2023-04-30,141,0,
2023-05-07,129,0,
2023-05-28,129,0,
2023-06-18,126,0,
2023-06-25,126,0,
2023-07-16,126,0,0
2023-07-23,126,0,
2023-07-30,126,0,
