week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score
2022-06-05,0.019761272008775022,,,0.019761272008775022
2022-06-12,0,,,0
2022-06-19,0,,,0
2022-06-26,0.022712392849603642,,,0.022712392849603642
2022-07-03,0.2246298832310986,,,0.2246298832310986
2022-07-10,0.030489937835995656,,,0.030489937835995656
2022-07-17,0.07718896528502159,,,0.07718896528502159
2022-07-24,0.7640906260949811,,,0.7640906260949811
2022-07-31,0.07718896528502159,,,0.07718896528502159
2022-08-07,0.007797685767931238,,,0.007797685767931238
2022-08-14,0,,,0
2022-08-21,0,,,0
2022-08-28,0,,,0
2022-09-04,0,,,0
2022-09-11,0,,,0
2022-09-18,0.00792984747025478,,,0.00792984747025478
2022-09-25,0.07849730226264562,,,0.07849730226264562
2022-10-02,0.010198578997523664,,,0.010198578997523664
2022-10-09,0.0234883687776658,,,0.0234883687776658
2022-10-16,0.22468486097166518,,,0.22468486097166518
2022-10-23,0.03318698357890539,,,0.03318698357890539
2022-10-30,0.10718463025334805,,,0.10718463025334805
2022-11-06,0.0632081305253374,,,0.0632081305253374
2022-11-13,0.25119006000783595,,,0.25119006000783595
2022-11-20,0.02537537903340808,,,0.02537537903340808
2022-11-27,0,,,0
2022-12-04,0,,,0
2022-12-11,0,,,0
