week_end,sourcecred_score,discord_score,discourse_score,github_score
2022-05-29,2.2652751882406683,2.2652751882406683,0,0
2022-06-05,0.284991048590173,0.284991048590173,0,0
2022-06-12,0.03492874684457855,0.03492874684457855,0,0
2022-06-19,0.0642959327041112,0.0642959327041112,0,0
2022-06-26,0.15955840559140091,0.1119594308849749,0.047598974706426024,0
2022-07-03,0.5532355977276898,0.08205639738614642,0.47117920034154337,0
2022-07-10,0.047598907942198995,0,0.047598907942198995,0
2022-07-17,0.01788241161952243,0.01788241161952243,0,0
2022-07-24,0.16882999172747584,0.16882999172747584,0,0
2022-07-31,0.1754703955325352,0.1754703955325352,0,0
2022-08-07,0.01786073230267714,0.01786073230267714,0,0
2022-08-14,0,0,0,0
2022-08-21,0.013506544966581055,0.013506544966581055,0,0
2022-08-28,0.1319285754490076,0.1319285754490076,0,0
2022-09-04,0.27353946064633256,0.27353946064633256,0,0
2022-09-11,0.027633126955522714,0.027633126955522714,0,0
2022-09-18,0,0,0,0
2022-09-25,0,0,0,0
2022-10-02,0,0,0,0
2022-10-09,0,0,0,0
2022-10-16,0,0,0,0
2022-10-23,0,0,0,0
2022-10-30,0,0,0,0
2022-11-06,0,0,0,0
2022-11-13,0,0,0,0
2022-11-20,0,0,0,0
2022-11-27,0,0,0,0
