week_end,sourcecred_score,discord_score,discourse_score,github_score
2022-05-29,2.7180295850222675,1.1966159485087853,1.521413636513482,0
2022-06-05,23.582671831234446,8.522256782481243,15.060415048753203,0
2022-06-12,2.7141839404745927,1.1927422356512896,1.521441704823303,0
2022-06-19,0.691951411480247,0.5379764165266631,0.15397499495358388,0
2022-06-26,1.5775947629308196,1.5592896993843677,0.018305063546451842,0
2022-07-03,10.563958772694535,10.534883558182075,0.02907521451245968,0
2022-07-10,7.925999838109976,7.653553300802066,0.2724465373079099,0
2022-07-17,5.749265174293906,5.532873201652145,0.2163919726417609,0
2022-07-24,14.871431074066011,12.979961376607935,1.891469697458076,0
2022-07-31,3.01192986525373,2.8131561001657186,0.19877376508801126,0
2022-08-07,4.736416621745442,4.640151846049034,0.09626477569640851,0
2022-08-14,1.3924155089098322,1.3924155089098322,0,0
2022-08-21,2.8437773615562367,2.8437773615562367,0,0
2022-08-28,3.3161816852373946,3.3161816852373946,0,0
2022-09-04,1.553294207743659,1.553294207743659,0,0
2022-09-11,2.450459669299589,2.450459669299589,0,0
2022-09-18,4.766317068376171,4.766317068376171,0,0
2022-09-25,34.624431700645495,34.624431700645495,0,0
2022-10-02,4.263058840365636,4.263058840365636,0,0
2022-10-09,6.650399439974551,6.650399439974551,0,0
2022-10-16,13.721173940703606,13.653274996561372,0.06789894414223341,0
2022-10-23,9.07275343626632,8.400624227398728,0.6721292088675916,0
2022-10-30,1.8190454732772965,1.7511465219298252,0.06789895134747119,0
2022-11-06,4.6679747823400595,4.6679747823400595,0,0
2022-11-13,1.071723654420707,1.071723654420707,0,0
2022-11-20,0.11908057921358269,0.11908057921358269,0,0
