week_end,sourcecred_score,discord_score,discourse_score,github_score
2022-05-29,0.2563225665066546,0.2563225665066546,0,0
2022-06-05,0.027071268897257035,0.027071268897257035,0,0
2022-06-12,0.01438974951632713,0.01438974951632713,0,0
2022-06-19,0.18464612216473175,0.11682605204025814,0.06782007012447361,0
2022-06-26,0.6948499604195559,0.02350328706818798,0.671346673351368,0
2022-07-03,6.763841767805454,0.11820654717234032,6.645635220633114,0
2022-07-10,0.6856498032088083,0.013479803646723283,0.672169999562085,0
2022-07-17,0.0926446407200781,0.01659133177281247,0.07605330894726563,0
2022-07-24,0.24079481204703887,0.152433299676772,0.08836151237026688,0
2022-07-31,0.015398914488025064,0.015398914488025064,0,0
2022-08-07,0,0,0,0
2022-08-14,0,0,0,0
2022-08-21,0,0,0,0
2022-08-28,0,0,0,0
2022-09-04,0,0,0,0
2022-09-11,0,0,0,0
2022-09-18,0.034858677695711535,0.034858677695711535,0,0
2022-09-25,0.3450648869581357,0.3450648869581357,0,0
2022-10-02,0.10513464422035433,0.10513464422035433,0,0
2022-10-09,0.010620770245609285,0.010620770245609285,0,0
2022-10-16,0,0,0,0
2022-10-23,0,0,0,0
2022-10-30,0,0,0,0
2022-11-06,0,0,0,0
2022-11-13,0,0,0,0
2022-11-20,0,0,0,0
2022-11-27,0,0,0,0
