week_end,sourcecred_score,discord_score,discourse_score,github_score
2022-05-29,2.2579937337469684,2.2579937337469684,0,0
2022-06-05,0.28407500207923997,0.28407500207923997,0,0
2022-06-12,0.034816477239530685,0.034816477239530685,0,0
2022-06-19,0.06408930143889195,0.06408930143889195,0,0
2022-06-26,0.15904738987190822,0.11159962472846337,0.04744776514344485,0
2022-07-03,0.5514751218627885,0.08179268684067903,0.46968243502210943,0
2022-07-10,0.04744769859181225,0,0.04744769859181225,0
2022-07-17,0.017824940923902566,0.017824940923902566,0,0
2022-07-24,0.16828741171412265,0.16828741171412265,0,0
2022-07-31,0.1749064819102637,0.1749064819102637,0,0
2022-08-07,0.01780333215301649,0.01780333215301649,0,0
2022-08-14,0,0,0,0
2022-08-21,0.013463138265122446,0.013463138265122446,0,0
2022-08-28,0.131504594367212,0.131504594367212,0,0
2022-09-04,0.2726603833395386,0.2726603833395386,0,0
2022-09-11,0.027544321036424797,0.027544321036424797,0,0
2022-09-18,0,0,0,0
2022-09-25,0,0,0,0
2022-10-02,0,0,0,0
2022-10-09,0,0,0,0
2022-10-16,0,0,0,0
2022-10-23,0,0,0,0
2022-10-30,0,0,0,0
2022-11-06,0,0,0,0
2022-11-13,0,0,0,0
2022-11-20,0,0,0,0
2022-11-27,0,0,0,0
2022-12-04,0,0,0,0
2022-12-11,0,0,0,0
2022-12-18,0,0,0,0
