week_end,sourcecred_score,discord_score,discourse_score,github_score
2022-05-29,7.093349004826003,7.093349004826003,0,0
2022-06-05,1.2647525366401222,1.2647525366401222,0,0
2022-06-12,0.2417648992129504,0.2417648992129504,0,0
2022-06-19,0.22372615384661612,0.22372615384661612,0,0
2022-06-26,1.9954930068878742,1.9954930068878742,0,0
2022-07-03,19.731175847588602,19.731175847588602,0,0
2022-07-10,2.1983068800285106,2.1983068800285106,0,0
2022-07-17,0.6858959545369884,0.6858959545369884,0,0
2022-07-24,0.20633486551588961,0.20633486551588961,0,0
2022-07-31,0.16130947536245419,0.16130947536245419,0,0
2022-08-07,0.42482415955284747,0.42482415955284747,0,0
2022-08-14,4.086926382041071,4.086926382041071,0,0
2022-08-21,0.4427978144316512,0.4427978144316512,0,0
2022-08-28,0.34104584439401187,0.34104584439401187,0,0
2022-09-04,0.7892043101030871,0.7892043101030871,0,0
2022-09-11,0.07973151045453436,0.07973151045453436,0,0
2022-09-18,0,0,0,0
2022-09-25,0,0,0,0
2022-10-02,0,0,0,0
2022-10-09,0.054352803498345786,0.054352803498345786,0,0
2022-10-16,0,0,0,0
2022-10-23,0.01776543878993873,0.01776543878993873,0,0
2022-10-30,0.17044238257943065,0.17044238257943065,0,0
2022-11-06,0.017218373629758008,0.017218373629758008,0,0
2022-11-13,0,0,0,0
