week_end,sourcecred_score,discord_score,discourse_score,github_score
2022-05-29,6.381426746311585,5.284392642364172,0,1.097034103947413
2022-06-05,17.30728763689401,11.783031603789151,0,5.524256033104858
2022-06-12,32.864426083725846,31.72931314812833,0,1.1351129355975156
2022-06-19,25.574039608903824,19.747184998453367,0,5.8268546104504555
2022-06-26,35.2327288491583,26.965616433956157,0,8.26711241520214
2022-07-03,6.63499659879704,4.231108802156975,0,2.4038877966400647
2022-07-10,18.05602549724562,7.500646487325667,0,10.555379009919953
2022-07-17,17.97210969564011,10.689537478222277,0,7.282572217417834
2022-07-24,17.37996186079871,13.943362578960038,0,3.4365992818386726
2022-07-31,17.52948160429509,14.65575593418129,0,2.8737256701138008
2022-08-07,19.310965056482882,11.1738612054168,0,8.137103851066081
2022-08-14,24.901101996758218,7.2504034053802116,0,17.650698591378006
2022-08-21,19.18977110070891,4.254406344552814,0,14.935364756156098
2022-08-28,20.923001199570514,9.392888416287192,0,11.53011278328332
2022-09-04,19.019938204521026,4.712899900762142,0,14.307038303758882
2022-09-11,13.864423785143519,2.7057131061019395,0,11.15871067904158
2022-09-18,13.394450689577411,5.827025964983857,0,7.567424724593554
2022-09-25,35.891243522053244,14.96723834084453,0,20.924005181208717
2022-10-02,23.858912032466634,5.273143437563603,0,18.58576859490303
2022-10-09,32.81318795837503,20.689970534830287,0,12.123217423544745
2022-10-16,27.263823087875696,21.04295637748666,0,6.220866710389036
2022-10-23,37.69159339925302,25.98492668054256,0,11.70666671871046
2022-10-30,16.90635600370284,8.537800654810782,0,8.368555348892059
2022-11-06,28.679636531859185,22.317415560922342,0,6.362220970936843
2022-11-13,16.42370375512887,12.400326293968694,0,4.023377461160174
