week_end,block,voting_power
2022-06-05,14905988,2.029535247753944853
2022-06-12,14947132,2.019441350303700987
2022-06-19,14987809,2.009379449619057423
2022-06-26,15026233,1.999322643112495905
2022-07-03,15066169,1.989253367522981928
2022-07-10,15111487,1.979185174030119366
2022-07-17,15156813,1.969110171652173285
2022-07-24,15202012,1.959010197813040704
2022-07-31,15246903,1.94897043849064917
2022-08-07,15291833,1.938906024012246165
2022-08-14,15336463,1.928830921748455338
2022-08-21,15380672,1.918765225401711426
2022-08-28,15424591,1.908703274774145489
2022-09-04,15468373,1.898630153579608791
2022-09-11,15511691,1.888549091460414786
2022-09-18,15556726,1.878496763169226047
2022-09-25,15606660,1.868424940490671047
2022-10-02,15656732,1.858359843458995611
2022-10-09,15706816,1.848287654532343209
2022-10-16,15756957,1.838219144734305618
2022-10-23,15807086,1.828150501755141699
2022-10-30,15857151,1.81808252468160942
2022-11-06,15907253,1.808013898350086292
2022-11-13,15957380,1.79794503895159209
2022-11-20,16007503,1.787877011935137438
2022-11-27,16057597,1.777809334519139397
2022-12-04,16107727,1.767739442966916153
