week_end,block,voting_power
2022-06-05,14905988,0
2022-06-12,14947132,0
2022-06-19,14987809,0
2022-06-26,15026233,0
2022-07-03,15066169,0
2022-07-10,15111487,0
2022-07-17,15156813,0
2022-07-24,15202012,0
2022-07-31,15246903,0
2022-08-07,15291833,0
2022-08-14,15336463,0
2022-08-21,15380672,2.003382795726455388
2022-08-28,15424591,1.993737524090363982
2022-09-04,15468373,1.984081544475596258
2022-09-11,15511691,1.974417952780607068
2022-09-18,15556726,1.964781905006922386
2022-09-25,15606660,1.955127170134832386
2022-10-02,15656732,1.945478882391483418
2022-10-09,15706816,1.935823796438125342
2022-10-16,15756957,1.926172237255687484
2022-10-23,15807086,1.916520550407333962
2022-10-30,15857151,1.90686950188855876
2022-11-06,15907253,1.897217830998444696
2022-11-13,15957380,1.88756593669297822
2022-11-20,16007503,1.877914840299484644
2022-11-27,16057597,1.868264079029019686
2022-12-04,16107727,1.858611195312706814
