week_end,block,voting_power
2022-06-05,14905988,0.00
2022-06-12,14947132,0.00
2022-06-19,14987809,0.00
2022-06-26,15026233,0.00
2022-07-03,15066169,0.00
2022-07-10,15111487,0.00
2022-07-17,15156813,0.00
2022-07-24,15202012,0.00
2022-07-31,15246903,2.23
2022-08-07,15291833,2.23
2022-08-14,15336463,2.22
2022-08-21,15380672,2.21
2022-08-28,15424591,2.20
2022-09-04,15468373,2.19
2022-09-11,15511691,2.18
2022-09-18,15556726,2.17
2022-09-25,15606660,2.15
2022-10-02,15656732,2.87
2022-10-09,15706816,2.86
2022-10-16,15756957,2.84
2022-10-23,15807086,2.83
2022-10-30,15857151,2.81
2022-11-06,15907253,2.80
2022-11-13,15957380,2.78
2022-11-20,16007503,2.77
2022-11-27,16057597,2.76
2022-12-04,16107727,2.74
2022-12-11,16157748,2.73
2022-12-18,16207857,2.71
2022-12-25,16258038,2.70
2023-01-01,16308190,2.68
2023-01-08,16358347,2.67
2023-01-15,16408488,2.65
2023-01-22,16458621,2.64
2023-01-29,16508758,2.63
2023-02-05,16558857,2.61
2023-02-12,16608958,2.60
2023-02-19,16658939,2.58
2023-02-26,16708711,2.57
2023-03-05,16758496,2.55
2023-03-12,16808258,2.54
2023-03-19,16858067,2.53
2023-03-26,16907900,2.51
2023-04-02,16957717,2.50
2023-04-09,17007072,2.48
2023-04-16,17055792,2.47
2023-04-23,17105310,2.45
2023-04-30,17155164,2.44
2023-05-07,17204968,2.42
2023-05-14,17254453,2.41
2023-05-21,17304051,2.40
2023-05-28,17353818,2.38
2023-06-04,17403556,2.37
2023-06-11,17453186,2.35
2023-06-18,17502962,2.34
2023-06-25,17552799,2.32
2023-07-02,17602620,2.31
2023-07-09,17652460,2.30
2023-07-16,17702170,2.28
2023-07-23,17752102,2.27
2023-07-30,17802131,2.25
2023-08-06,17852208,2.24
2023-08-13,17902217,2.22
2023-08-20,17952252,2.21
2023-08-27,18002285,2.19
2023-09-03,18052254,2.18
2023-09-10,18102263,2.17
2023-09-17,18152100,2.15
2023-09-24,18201951,2.14
2023-10-01,18251965,2.12
2023-10-08,18302049,2.11
2023-10-15,18352059,2.09
2023-10-22,18402122,2.08
2023-10-29,18452128,2.07
2023-11-05,18502099,2.05
