week_end,block,voting_power
2022-06-05,14905988,2.147275673824396853
2022-06-12,14947132,2.136701114590548187
2022-06-19,14987809,2.126160075777805423
2022-06-26,15026233,2.115624373723053505
2022-07-03,15066169,2.105075608819493928
2022-07-10,15111487,2.094527977540997766
2022-07-17,15156813,2.083973213144794885
2022-07-24,15202012,2.073392288170205504
2022-07-31,15246903,2.06287444507029877
2022-08-07,15291833,2.052330772759331765
2022-08-14,15336463,2.041775903720815338
2022-08-21,15380672,2.031230888500157826
2022-08-28,15424591,2.020689797366258289
2022-09-04,15468373,2.010137003733627191
2022-09-11,15511691,1.999575891037069186
2022-09-18,15556726,1.989044880446041247
2022-09-25,15606660,1.978493447163486247
2022-10-02,15656732,1.967949059796710011
2022-10-09,15706816,1.957397242825672009
2022-10-16,15756957,1.946849280179849618
2022-10-23,15807086,1.936301178010942499
2022-10-30,15857151,1.92575377345745902
2022-11-06,15907253,1.915205688728937492
2022-11-13,15957380,1.90465735983501769
2022-11-20,16007503,2.067851109143850534
2022-11-27,16057597,2.056336564493484721
2022-12-04,16107727,2.044819487504291029
