week_end,block,voting_power
2022-06-05,14905988,0.966445355986227585
2022-06-12,14947132,0.961638738153211215
2022-06-19,14987809,0.956847356875241235
2022-06-26,15026233,2.475351843870722995
2022-07-03,15066169,2.462885121712190712
2022-07-10,15111487,2.450419739292369714
2022-07-17,15156813,2.437945926824350015
2022-07-24,15202012,2.425441197309146816
2022-07-31,15246903,2.41301101910038543
2022-08-07,15291833,2.400550315460371535
2022-08-14,15336463,2.388076379324163102
2022-08-21,15380672,2.375614088609060454
2022-08-28,15424591,2.363156435451035331
2022-09-04,15468373,2.350684952067236789
2022-09-11,15511691,2.338203637062433894
2022-09-18,15556726,2.325757897273256813
2022-09-25,15606660,2.313288021575911813
2022-10-02,15656732,2.300826472869941569
2022-10-09,15706816,2.288356143722571211
2022-10-16,15756957,2.275890369686819222
2022-10-23,15807086,2.263424430760148921
2022-10-30,15857151,2.25095931628807018
2022-11-06,15907253,2.238493397972764668
2022-11-13,15957380,2.22602719109835211
2022-11-20,16007503,2.213562014792179002
2022-11-27,16057597,2.201097271324666463
2022-12-04,16107727,2.188629786545636987
