week_end,block,voting_power
2022-06-05,14905988,2.169563205048180373
2022-06-12,14947132,2.159084778171052667
2022-06-19,14987809,2.148639566983929743
2022-06-26,15026233,2.138199644038815905
2022-07-03,15066169,2.127746776998065448
2022-07-10,15111487,2.117295033276696006
2022-07-17,15156813,2.106836221284144485
2022-07-24,15202012,2.096351486536646464
2022-07-31,15246903,2.08592926019224277
2022-08-07,15291833,2.075481439447788565
2022-08-14,15336463,2.065022523764217258
2022-08-21,15380672,2.054573372318342466
2022-08-28,15424591,2.044128109285709649
2022-09-04,15468373,2.033671250140697431
2022-09-11,15511691,2.023206147559612226
2022-09-18,15556726,2.012770873428552127
2022-09-25,15606660,2.002315362266797127
2022-10-02,15656732,1.991866832967041051
2022-10-09,15706816,1.981410941604880169
2022-10-16,15756957,1.970958869528614738
2022-10-23,15807086,1.960506659197656259
2022-10-30,15857151,1.95005514014016302
2022-11-06,15907253,1.939602947091041172
2022-11-13,15957380,1.92915051209620649
2022-11-20,16007503,1.918698941193203358
2022-11-27,16057597,1.908247733208769477
2022-12-04,16107727,1.897794226740063673
2022-12-11,16157748,1.887342379327674445
