week_end,block,voting_power
2022-06-05,14905988,2.189467454646144053
2022-06-12,14947132,2.178892895412295387
2022-06-19,14987809,2.168351856599552623
2022-06-26,15026233,2.157816154544800705
2022-07-03,15066169,2.147267389641241128
2022-07-10,15111487,2.136719758362744966
2022-07-17,15156813,2.126164993966542085
2022-07-24,15202012,2.115584068991952704
2022-07-31,15246903,2.10506622589204597
2022-08-07,15291833,2.094522553581078965
2022-08-14,15336463,2.083967684542562538
2022-08-21,15380672,2.073422669321905026
2022-08-28,15424591,2.062881578188005489
2022-09-04,15468373,2.052328784555374391
2022-09-11,15511691,2.041767671858816386
2022-09-18,15556726,2.031236661267788447
2022-09-25,15606660,2.020685227985233447
2022-10-02,15656732,2.010140840618457211
2022-10-09,15706816,1.999589023647419209
2022-10-16,15756957,1.989041061001596818
2022-10-23,15807086,1.978492958832689699
2022-10-30,15857151,1.96794555427920622
2022-11-06,15907253,1.957397469550684692
2022-11-13,15957380,1.94684914065676489
2022-11-20,16007503,1.936301683782124638
2022-11-27,16057597,1.925754593155581797
2022-12-04,16107727,1.915205182957755353
