week_end,block,voting_escrow
2022-06-05,14905988,34.47
2022-06-12,14947132,33.71
2022-06-19,14987809,32.96
2022-06-26,15026233,32.20
2022-07-03,15066169,31.44
2022-07-10,15111487,30.69
2022-07-17,15156813,29.93
2022-07-24,15202012,29.17
2022-07-31,15246903,28.42
2022-08-07,15291833,27.66
2022-08-14,15336463,26.91
2022-08-21,15380672,26.15
2022-08-28,15424591,25.39
2022-09-04,15468373,24.64
2022-09-11,15511691,23.88
2022-09-18,15556726,23.12
2022-09-25,15606660,22.37
2022-10-02,15656732,21.61
2022-10-09,15706816,20.85
2022-10-16,15756957,20.10
2022-10-23,15807086,19.34
2022-10-30,15857151,18.59
2022-11-06,15907253,17.83
2022-11-13,15957380,17.07
2022-11-20,16007503,16.32
2022-11-27,16057597,15.56
2022-12-04,16107727,14.80
2022-12-11,16157748,14.05
2022-12-18,16207857,13.29
2022-12-25,16258038,12.53
2023-01-01,16308190,11.78
2023-01-08,16358347,11.02
2023-01-15,16408488,10.27
2023-01-22,16458621,9.51
2023-01-29,16508758,8.75
2023-02-05,16558857,8.00
2023-02-12,16608958,7.24
2023-02-19,16658939,6.48
2023-02-26,16708711,5.73
2023-03-05,16758496,4.97
2023-03-12,16808258,4.21
2023-03-19,16858067,3.46
2023-03-26,16907900,2.70
2023-04-02,16957717,1.94
2023-04-09,17007072,1.19
2023-04-16,17055792,0.43
2023-04-23,17105310,0.00
2023-04-30,17155164,0.00
2023-05-07,17204968,0.00
2023-05-14,17254453,0.00
2023-05-21,17304051,0.00
2023-05-28,17353818,0.00
2023-06-04,17403556,0.00
2023-06-11,17453186,0.00
2023-06-18,17502962,0.00
2023-06-25,17552799,0.00
2023-07-02,17602620,0.00
2023-07-09,17652460,6.96
2023-07-16,17702170,6.92
2023-07-23,17752102,6.89
2023-07-30,17802131,6.86
2023-08-06,17852208,6.82
2023-08-13,17902217,6.79
2023-08-20,17952252,6.76
2023-08-27,18002285,6.72
2023-09-03,18052254,6.69
2023-09-10,18102263,6.65
2023-09-17,18152100,6.62
2023-09-24,18201951,6.59
2023-10-01,18251965,6.55
2023-10-08,18302049,6.52
2023-10-15,18352059,6.49
2023-10-22,18402122,6.45
2023-10-29,18452128,6.42
2023-11-05,18502099,6.39
2023-11-12,18552123,6.35
2023-11-19,18602145,6.32
2023-11-26,18652140,6.29
2023-12-03,18702159,6.25
2023-12-10,18752098,6.22
2023-12-17,18802046,6.19
2023-12-24,18851936,6.15
2023-12-31,18901758,6.12
2024-01-07,18951539,6.09
2024-01-14,19001407,6.05
2024-01-21,19051515,6.02
2024-01-28,19101334,5.98
2024-02-04,19151256,5.95
2024-02-11,19201123,5.92
2024-02-18,19250998,5.88
2024-02-25,19300884,5.85
2024-03-03,19350920,5.82
2024-03-10,19400982,5.78
2024-03-17,19450870,5.75
2024-03-24,19500711,5.72
2024-03-31,19550183,5.68
2024-04-07,19600114,5.65
2024-04-14,19650067,5.62
2024-04-21,19700063,5.58
2024-04-28,19750103,5.55
2024-05-05,19800180,5.52
2024-05-12,19850230,5.48
2024-05-19,19900268,5.45
2024-05-26,19950330,5.41
2024-06-02,20000416,5.38
2024-06-09,20050553,5.35
2024-06-16,20100627,5.31
2024-06-23,20150677,5.28
2024-06-30,20200783,5.25
2024-07-07,20250914,5.21
2024-07-14,20301021,5.18
2024-07-21,20351186,5.15
2024-07-28,20401322,5.11
2024-08-04,20451460,5.08
2024-08-11,20501655,5.05
2024-08-18,20551784,5.01
2024-08-25,20601892,4.98
2024-09-01,20651994,4.95
2024-09-08,20702171,4.91
