week_end,block,voting_power
2022-06-05,14905988,3.35
2022-06-12,14947132,3.33
2022-06-19,14987809,3.31
2022-06-26,15026233,3.29
2022-07-03,15066169,3.27
2022-07-10,15111487,3.25
2022-07-17,15156813,3.23
2022-07-24,15202012,3.22
2022-07-31,15246903,3.20
2022-08-07,15291833,3.18
2022-08-14,15336463,3.16
2022-08-21,15380672,3.14
2022-08-28,15424591,3.12
2022-09-04,15468373,3.10
2022-09-11,15511691,3.08
2022-09-18,15556726,3.06
2022-09-25,15606660,3.04
2022-10-02,15656732,3.02
2022-10-09,15706816,3.00
2022-10-16,15756957,2.99
2022-10-23,15807086,2.97
2022-10-30,15857151,2.95
2022-11-06,15907253,2.93
2022-11-13,15957380,2.91
2022-11-20,16007503,2.89
2022-11-27,16057597,2.87
2022-12-04,16107727,2.85
2022-12-11,16157748,2.83
2022-12-18,16207857,2.81
2022-12-25,16258038,2.79
2023-01-01,16308190,2.77
2023-01-08,16358347,2.75
2023-01-15,16408488,2.74
2023-01-22,16458621,2.72
2023-01-29,16508758,2.70
2023-02-05,16558857,2.68
2023-02-12,16608958,2.66
2023-02-19,16658939,2.64
2023-02-26,16708711,2.62
2023-03-05,16758496,2.60
2023-03-12,16808258,2.58
2023-03-19,16858067,2.56
2023-03-26,16907900,2.54
2023-04-02,16957717,2.52
2023-04-09,17007072,2.51
2023-04-16,17055792,2.49
2023-04-23,17105310,2.47
2023-04-30,17155164,2.45
2023-05-07,17204968,2.43
2023-05-14,17254453,2.41
2023-05-21,17304051,2.39
2023-05-28,17353818,2.37
2023-06-04,17403556,2.35
2023-06-11,17453186,2.33
2023-06-18,17502962,2.31
2023-06-25,17552799,2.29
2023-07-02,17602620,2.28
2023-07-09,17652460,2.26
2023-07-16,17702170,2.24
2023-07-23,17752102,2.22
2023-07-30,17802131,2.20
2023-08-06,17852208,2.18
2023-08-13,17902217,2.16
2023-08-20,17952252,2.14
2023-08-27,18002285,2.12
2023-09-03,18052254,2.10
2023-09-10,18102263,2.08
2023-09-17,18152100,2.06
2023-09-24,18201951,2.04
2023-10-01,18251965,2.03
2023-10-08,18302049,2.01
2023-10-15,18352059,1.99
2023-10-22,18402122,1.97
2023-10-29,18452128,1.95
2023-11-05,18502099,1.93
2023-11-12,18552123,1.91
