week_end,block,voting_power
2022-06-05,14905988,0.116548785135025997
2022-06-12,14947132,0.115971990995306563
2022-06-19,14987809,2.13484496801164615
2022-06-26,15026233,2.12421348684786025
2022-07-03,15066169,2.1135688240820964
2022-07-10,15111487,2.1029253052470783
2022-07-17,15156813,2.09227458844782925
2022-07-24,15202012,2.0815974732467552
2022-07-31,15246903,2.0709840133919485
2022-08-07,15291833,2.06034448951507325
2022-08-14,15336463,2.0496936671222169
2022-08-21,15380672,2.0390527881273813
2022-08-28,15424591,2.02841586889281945
2022-09-04,15468373,2.01776714077317455
2022-09-11,15511691,2.0071100179617493
2022-09-18,15556726,1.99648327091135735
2022-09-25,15606660,1.98583591550860735
2022-10-02,15656732,1.97519567007541555
2022-10-09,15706816,1.96454792749610545
2022-10-16,15756957,1.9539040742813309
2022-10-23,15807086,1.94326008027507995
2022-10-30,15857151,1.932616790226211
2022-11-06,15907253,1.9219728138188946
2022-11-13,15957380,1.9113285910264945
2022-11-20,16007503,1.9006852481808219
2022-11-27,16057597,1.89004227491277485
2022-12-04,16107727,1.87939696098643265
2022-12-11,16157748,1.8687533541567418
