week_end,block,voting_escrow
2022-06-05,14905988,23.47
2022-06-12,14947132,23.36
2022-06-19,14987809,23.25
2022-06-26,15026233,23.13
2022-07-03,15066169,23.02
2022-07-10,15111487,22.91
2022-07-17,15156813,22.79
2022-07-24,15202012,22.68
2022-07-31,15246903,22.57
2022-08-07,15291833,22.45
2022-08-14,15336463,22.34
2022-08-21,15380672,22.22
2022-08-28,15424591,22.11
2022-09-04,15468373,22.00
2022-09-11,15511691,21.88
2022-09-18,15556726,21.77
2022-09-25,15606660,21.66
2022-10-02,15656732,21.54
2022-10-09,15706816,21.43
2022-10-16,15756957,21.32
2022-10-23,15807086,21.20
2022-10-30,15857151,21.09
2022-11-06,15907253,20.97
2022-11-13,15957380,20.86
2022-11-20,16007503,20.75
2022-11-27,16057597,20.63
2022-12-04,16107727,20.52
2022-12-11,16157748,20.41
2022-12-18,16207857,20.29
2022-12-25,16258038,20.18
2023-01-01,16308190,20.07
2023-01-08,16358347,19.95
2023-01-15,16408488,19.84
2023-01-22,16458621,19.72
2023-01-29,16508758,19.61
2023-02-05,16558857,19.50
2023-02-12,16608958,19.38
2023-02-19,16658939,19.27
2023-02-26,16708711,19.16
2023-03-05,16758496,19.04
2023-03-12,16808258,18.93
2023-03-19,16858067,18.82
2023-03-26,16907900,18.70
2023-04-02,16957717,18.59
2023-04-09,17007072,18.47
2023-04-16,17055792,18.36
2023-04-23,17105310,18.25
2023-04-30,17155164,18.13
2023-05-07,17204968,18.02
2023-05-14,17254453,17.91
2023-05-21,17304051,17.79
2023-05-28,17353818,17.68
2023-06-04,17403556,17.57
2023-06-11,17453186,17.45
2023-06-18,17502962,17.34
2023-06-25,17552799,17.22
2023-07-02,17602620,17.11
2023-07-09,17652460,17.00
2023-07-16,17702170,16.88
2023-07-23,17752102,16.77
2023-07-30,17802131,16.66
2023-08-06,17852208,16.54
2023-08-13,17902217,16.43
2023-08-20,17952252,16.32
2023-08-27,18002285,16.20
2023-09-03,18052254,16.09
2023-09-10,18102263,15.97
2023-09-17,18152100,15.86
2023-09-24,18201951,15.75
2023-10-01,18251965,15.63
2023-10-08,18302049,15.52
2023-10-15,18352059,15.41
2023-10-22,18402122,15.29
2023-10-29,18452128,15.18
2023-11-05,18502099,15.07
2023-11-12,18552123,14.95
2023-11-19,18602145,14.84
2023-11-26,18652140,14.72
2023-12-03,18702159,14.61
2023-12-10,18752098,14.50
2023-12-17,18802046,14.38
2023-12-24,18851936,14.27
2023-12-31,18901758,14.16
2024-01-07,18951539,14.04
2024-01-14,19001407,13.93
2024-01-21,19051515,13.82
2024-01-28,19101334,13.70
2024-02-04,19151256,13.59
2024-02-11,19201123,13.47
2024-02-18,19250998,13.36
2024-02-25,19300884,13.25
2024-03-03,19350920,13.13
2024-03-10,19400982,13.02
2024-03-17,19450870,12.91
2024-03-24,19500711,12.79
2024-03-31,19550183,12.68
2024-04-07,19600114,12.57
2024-04-14,19650067,12.45
2024-04-21,19700063,12.34
2024-04-28,19750103,12.22
2024-05-05,19800180,12.11
2024-05-12,19850230,12.00
2024-05-19,19900268,11.88
2024-05-26,19950330,11.77
2024-06-02,20000416,11.66
2024-06-09,20050553,11.54
2024-06-16,20100627,11.43
2024-06-23,20150677,11.32
2024-06-30,20200783,11.20
2024-07-07,20250914,11.09
2024-07-14,20301021,10.97
2024-07-21,20351186,10.86
2024-07-28,20401322,10.75
2024-08-04,20451460,10.63
2024-08-11,20501655,10.52
2024-08-18,20551784,10.41
2024-08-25,20601892,10.29
2024-09-01,20651994,10.18
2024-09-08,20702171,10.07
2024-09-15,20752288,9.95
2024-09-22,20802390,9.84
2024-09-29,20852573,9.72
2024-10-06,20902785,9.61
2024-10-13,20952958,9.50
2024-10-20,21003064,9.38
2024-10-27,21053237,9.27
2024-11-03,21103393,9.16
2024-11-10,21153542,9.04
2024-11-17,21203704,8.93
2024-11-24,21253880,8.81
2024-12-01,21303934,8.70
2024-12-08,21354048,8.59
2024-12-15,21404197,8.47
2024-12-22,21454315,8.36
2024-12-29,21504402,8.25
2025-01-05,21554557,8.13
2025-01-12,21604681,8.02
2025-01-19,21654815,7.91
2025-01-26,21704967,7.79
2025-02-02,21755111,7.68
2025-02-09,21805233,7.56
2025-02-16,21855251,7.45
2025-02-23,21905311,7.34
2025-03-02,21955463,7.22
2025-03-09,22005591,7.11
2025-03-16,22055723,7.00
2025-03-23,22105863,6.88
2025-03-30,22156002,6.77
2025-04-06,22206151,6.66
2025-04-13,22256324,6.54
2025-04-20,22306494,6.43
2025-04-27,22356659,6.31
2025-05-04,22406693,6.20
2025-05-11,22456401,6.09
