week_end,block,voting_escrow
2022-06-05,14905988,2.15
2022-06-12,14947132,2.14
2022-06-19,14987809,2.12
2022-06-26,15026233,2.11
2022-07-03,15066169,2.09
2022-07-10,15111487,2.08
2022-07-17,15156813,2.07
2022-07-24,15202012,2.05
2022-07-31,15246903,2.04
2022-08-07,15291833,2.02
2022-08-14,15336463,2.01
2022-08-21,15380672,1.99
2022-08-28,15424591,1.98
2022-09-04,15468373,1.96
2022-09-11,15511691,1.95
2022-09-18,15556726,1.94
2022-09-25,15606660,1.92
2022-10-02,15656732,1.91
2022-10-09,15706816,1.89
2022-10-16,15756957,1.88
2022-10-23,15807086,1.86
2022-10-30,15857151,1.85
2022-11-06,15907253,1.83
2022-11-13,15957380,1.82
2022-11-20,16007503,1.81
2022-11-27,16057597,1.79
2022-12-04,16107727,1.78
2022-12-11,16157748,1.76
2022-12-18,16207857,1.75
2022-12-25,16258038,1.73
2023-01-01,16308190,1.72
2023-01-08,16358347,1.71
2023-01-15,16408488,1.69
2023-01-22,16458621,1.68
2023-01-29,16508758,1.66
2023-02-05,16558857,1.65
2023-02-12,16608958,1.63
2023-02-19,16658939,1.62
2023-02-26,16708711,1.60
2023-03-05,16758496,1.59
2023-03-12,16808258,1.58
2023-03-19,16858067,1.56
2023-03-26,16907900,1.55
2023-04-02,16957717,1.53
2023-04-09,17007072,1.52
2023-04-16,17055792,1.50
2023-04-23,17105310,1.49
2023-04-30,17155164,1.48
2023-05-07,17204968,1.46
2023-05-14,17254453,1.45
2023-05-21,17304051,1.43
2023-05-28,17353818,1.42
2023-06-04,17403556,1.40
2023-06-11,17453186,1.39
2023-06-18,17502962,1.37
2023-06-25,17552799,1.36
2023-07-02,17602620,1.35
2023-07-09,17652460,1.33
2023-07-16,17702170,1.32
2023-07-23,17752102,1.30
2023-07-30,17802131,1.29
2023-08-06,17852208,1.27
2023-08-13,17902217,1.26
2023-08-20,17952252,1.25
2023-08-27,18002285,1.23
2023-09-03,18052254,1.22
2023-09-10,18102263,1.20
2023-09-17,18152100,1.19
2023-09-24,18201951,1.17
2023-10-01,18251965,1.16
2023-10-08,18302049,1.14
2023-10-15,18352059,1.13
2023-10-22,18402122,1.12
2023-10-29,18452128,1.10
2023-11-05,18502099,1.09
2023-11-12,18552123,1.07
2023-11-19,18602145,1.06
2023-11-26,18652140,1.04
2023-12-03,18702159,1.03
2023-12-10,18752098,1.02
2023-12-17,18802046,1.00
2023-12-24,18851936,0.99
2023-12-31,18901758,0.97
2024-01-07,18951539,0.96
2024-01-14,19001407,0.94
2024-01-21,19051515,0.93
2024-01-28,19101334,0.91
2024-02-04,19151256,0.90
2024-02-11,19201123,0.89
2024-02-18,19250998,0.87
2024-02-25,19300884,0.86
2024-03-03,19350920,0.84
2024-03-10,19400982,0.83
2024-03-17,19450870,0.81
2024-03-24,19500711,0.80
2024-03-31,19550183,0.78
2024-04-07,19600114,0.77
2024-04-14,19650067,0.76
2024-04-21,19700063,0.74
2024-04-28,19750103,0.73
2024-05-05,19800180,0.71
2024-05-12,19850230,0.70
2024-05-19,19900268,0.68
2024-05-26,19950330,0.67
2024-06-02,20000416,0.66
2024-06-09,20050553,0.64
2024-06-16,20100627,0.63
2024-06-23,20150677,0.61
2024-06-30,20200783,0.60
2024-07-07,20250914,0.58
2024-07-14,20301021,0.57
2024-07-21,20351186,0.55
2024-07-28,20401322,0.54
2024-08-04,20451460,0.53
2024-08-11,20501655,0.51
2024-08-18,20551784,0.50
2024-08-25,20601892,0.48
2024-09-01,20651994,0.47
2024-09-08,20702171,0.45
2024-09-15,20752288,0.44
2024-09-22,20802390,0.43
2024-09-29,20852573,0.41
2024-10-06,20902785,0.40
2024-10-13,20952958,0.38
2024-10-20,21003064,0.37
2024-10-27,21053237,0.35
2024-11-03,21103393,0.34
2024-11-10,21153542,0.32
2024-11-17,21203704,0.31
2024-11-24,21253880,0.30
2024-12-01,21303934,0.28
2024-12-08,21354048,0.27
2024-12-15,21404197,0.25
2024-12-22,21454315,0.24
2024-12-29,21504402,0.22
2025-01-05,21554557,0.21
2025-01-12,21604681,0.20
2025-01-19,21654815,0.18
2025-01-26,21704967,0.17
2025-02-02,21755111,0.15
2025-02-09,21805233,0.14
2025-02-16,21855251,0.12
2025-02-23,21905311,0.11
2025-03-02,21955463,0.09
2025-03-09,22005591,0.08
2025-03-16,22055723,0.07
2025-03-23,22105863,0.05
2025-03-30,22156002,0.04
2025-04-06,22206151,0.02
2025-04-13,22256324,0.01
2025-04-20,22306494,0.00
2025-04-27,22356659,0.00
2025-05-04,22406693,0.00
2025-05-11,22456401,0.00
2025-05-18,22506181,0.00
2025-05-25,22556133,0.00
2025-06-01,22606143,0.00
2025-06-08,22656151,0.00
2025-06-15,22706234,0.00
