week_end,block,voting_power
2022-06-05,14905988,2.136727728618960053
2022-06-12,14947132,2.126153169385111387
2022-06-19,14987809,2.115612130572368623
2022-06-26,15026233,2.105076428517616705
2022-07-03,15066169,2.094527663614057128
2022-07-10,15111487,2.083980032335560966
2022-07-17,15156813,2.073425267939358085
2022-07-24,15202012,2.062844342964768704
2022-07-31,15246903,2.05232649986486197
2022-08-07,15291833,2.041782827553894965
2022-08-14,15336463,2.031227958515378538
2022-08-21,15380672,2.020682943294721026
2022-08-28,15424591,2.010141852160821489
2022-09-04,15468373,1.999589058528190391
2022-09-11,15511691,1.989027945831632386
2022-09-18,15556726,1.978496935240604447
2022-09-25,15606660,2.190644596713914379
2022-10-02,15656732,2.180094467501344527
2022-10-09,15706816,2.169536904638792613
2022-10-16,15756957,2.158983198200292426
2022-10-23,15807086,2.148429352162731543
2022-10-30,15857151,2.13787620412047414
2022-11-06,15907253,2.127322375532795844
2022-11-13,15957380,2.11676830264676133
2022-11-20,16007503,2.106215102254856166
2022-11-27,16057597,2.095662268310485329
2022-12-04,16107727,2.085107113531730421
