week_end,block,voting_power
2022-06-05,14905988,3.00844088028948594
2022-06-12,14947132,2.99355225603284526
2022-06-19,14987809,2.97871082740334454
2022-06-26,15026233,2.9638769127498609
2022-07-03,15066169,2.94902460604396944
2022-07-10,15111487,2.93417389544409468
2022-07-17,15156813,2.9193131416540533
2022-07-24,15202012,2.90441555464824192
2022-07-31,15246903,2.8896067848033906
2022-08-07,15291833,2.8747616482968357
2022-08-14,15336463,2.85990074717393124
2022-08-21,15380672,2.84505371989563348
2022-08-28,15424591,2.83021221759970122
2022-09-04,15468373,2.81535423857858118
2022-09-11,15511691,2.80048454659484628
2022-09-18,15556726,2.78565723736472406
2022-09-25,15606660,2.77080117367082406
2022-10-02,15656732,2.75595503038970478
2022-10-09,15706816,2.74109842647530682
2022-10-16,15756957,2.72624724932136564
2022-10-23,15807086,2.71139587572360702
2022-10-30,15857151,2.6965454843449356
2022-11-06,15907253,2.68169413530265416
2022-11-13,15957380,2.6668424424836922
2022-11-20,16007503,2.65199197743858924
2022-11-27,16057597,2.63714202805850706
2022-12-04,16107727,2.62228881279995994
