week_end,block,voting_escrow
2022-06-05,14905988,0.00
2022-06-12,14947132,0.00
2022-06-19,14987809,0.00
2022-06-26,15026233,0.00
2022-07-03,15066169,0.00
2022-07-10,15111487,0.00
2022-07-17,15156813,0.00
2022-07-24,15202012,0.00
2022-07-31,15246903,0.00
2022-08-07,15291833,0.00
2022-08-14,15336463,0.00
2022-08-21,15380672,0.00
2022-08-28,15424591,0.00
2022-09-04,15468373,0.00
2022-09-11,15511691,0.00
2022-09-18,15556726,0.00
2022-09-25,15606660,0.00
2022-10-02,15656732,0.15
2022-10-09,15706816,0.15
2022-10-16,15756957,0.15
2022-10-23,15807086,0.52
2022-10-30,15857151,0.52
2022-11-06,15907253,0.51
2022-11-13,15957380,2.02
2022-11-20,16007503,2.01
2022-11-27,16057597,2.00
2022-12-04,16107727,1.99
2022-12-11,16157748,2.64
2022-12-18,16207857,2.62
2022-12-25,16258038,3.00
2023-01-01,16308190,2.98
2023-01-08,16358347,3.92
2023-01-15,16408488,3.90
2023-01-22,16458621,3.88
2023-01-29,16508758,3.86
2023-02-05,16558857,3.84
2023-02-12,16608958,3.82
2023-02-19,16658939,3.81
2023-02-26,16708711,4.71
2023-03-05,16758496,4.68
2023-03-12,16808258,4.66
2023-03-19,16858067,4.64
2023-03-26,16907900,4.61
2023-04-02,16957717,4.59
2023-04-09,17007072,4.56
2023-04-16,17055792,4.54
2023-04-23,17105310,4.51
2023-04-30,17155164,4.49
2023-05-07,17204968,4.46
2023-05-14,17254453,4.44
2023-05-21,17304051,4.42
2023-05-28,17353818,4.39
2023-06-04,17403556,4.37
2023-06-11,17453186,4.34
2023-06-18,17502962,4.32
2023-06-25,17552799,4.29
2023-07-02,17602620,4.27
2023-07-09,17652460,4.24
2023-07-16,17702170,4.22
2023-07-23,17752102,4.20
2023-07-30,17802131,4.17
2023-08-06,17852208,4.15
2023-08-13,17902217,4.12
2023-08-20,17952252,4.10
2023-08-27,18002285,4.07
2023-09-03,18052254,4.05
2023-09-10,18102263,4.02
2023-09-17,18152100,4.00
2023-09-24,18201951,3.98
2023-10-01,18251965,3.95
2023-10-08,18302049,3.93
2023-10-15,18352059,3.90
2023-10-22,18402122,3.88
2023-10-29,18452128,3.85
2023-11-05,18502099,3.83
2023-11-12,18552123,3.80
2023-11-19,18602145,3.78
2023-11-26,18652140,3.76
2023-12-03,18702159,3.73
2023-12-10,18752098,3.71
2023-12-17,18802046,3.68
2023-12-24,18851936,3.66
2023-12-31,18901758,3.63
2024-01-07,18951539,3.61
2024-01-14,19001407,3.58
2024-01-21,19051515,3.56
2024-01-28,19101334,3.54
2024-02-04,19151256,3.51
2024-02-11,19201123,3.49
2024-02-18,19250998,3.46
2024-02-25,19300884,3.44
2024-03-03,19350920,3.41
2024-03-10,19400982,3.39
2024-03-17,19450870,3.36
2024-03-24,19500711,3.34
2024-03-31,19550183,3.32
2024-04-07,19600114,3.29
2024-04-14,19650067,3.27
2024-04-21,19700063,3.24
2024-04-28,19750103,3.22
2024-05-05,19800180,3.19
2024-05-12,19850230,3.17
2024-05-19,19900268,3.14
2024-05-26,19950330,3.12
2024-06-02,20000416,3.09
2024-06-09,20050553,3.07
2024-06-16,20100627,3.05
2024-06-23,20150677,3.02
2024-06-30,20200783,3.00
2024-07-07,20250914,2.97
2024-07-14,20301021,2.95
2024-07-21,20351186,2.92
2024-07-28,20401322,2.90
2024-08-04,20451460,2.87
2024-08-11,20501655,2.85
2024-08-18,20551784,2.83
2024-08-25,20601892,2.80
2024-09-01,20651994,2.78
2024-09-08,20702171,2.75
2024-09-15,20752288,2.73
