week_end,block,voting_escrow
2022-06-05,14905988,2.33
2022-06-12,14947132,2.31
2022-06-19,14987809,2.30
2022-06-26,15026233,2.29
2022-07-03,15066169,2.28
2022-07-10,15111487,2.27
2022-07-17,15156813,2.26
2022-07-24,15202012,2.25
2022-07-31,15246903,2.24
2022-08-07,15291833,2.23
2022-08-14,15336463,2.21
2022-08-21,15380672,2.20
2022-08-28,15424591,2.19
2022-09-04,15468373,2.18
2022-09-11,15511691,2.17
2022-09-18,15556726,2.16
2022-09-25,15606660,2.15
2022-10-02,15656732,2.14
2022-10-09,15706816,2.12
2022-10-16,15756957,2.11
2022-10-23,15807086,2.10
2022-10-30,15857151,2.09
2022-11-06,15907253,2.08
2022-11-13,15957380,2.07
2022-11-20,16007503,2.06
2022-11-27,16057597,2.05
2022-12-04,16107727,2.03
2022-12-11,16157748,2.02
2022-12-18,16207857,2.33
2022-12-25,16258038,2.31
2023-01-01,16308190,2.30
2023-01-08,16358347,2.29
2023-01-15,16408488,2.28
2023-01-22,16458621,2.27
2023-01-29,16508758,2.26
2023-02-05,16558857,2.25
2023-02-12,16608958,2.24
2023-02-19,16658939,2.23
2023-02-26,16708711,2.21
2023-03-05,16758496,2.20
2023-03-12,16808258,2.19
2023-03-19,16858067,2.18
2023-03-26,16907900,2.17
2023-04-02,16957717,2.16
2023-04-09,17007072,2.15
2023-04-16,17055792,2.14
2023-04-23,17105310,2.12
2023-04-30,17155164,2.11
2023-05-07,17204968,2.10
2023-05-14,17254453,2.09
2023-05-21,17304051,2.08
2023-05-28,17353818,2.33
2023-06-04,17403556,2.31
2023-06-11,17453186,2.30
2023-06-18,17502962,2.29
2023-06-25,17552799,3.94
2023-07-02,17602620,3.92
2023-07-09,17652460,3.90
2023-07-16,17702170,3.88
2023-07-23,17752102,3.86
2023-07-30,17802131,3.84
2023-08-06,17852208,3.82
2023-08-13,17902217,3.80
2023-08-20,17952252,3.79
2023-08-27,18002285,3.77
2023-09-03,18052254,3.75
2023-09-10,18102263,3.73
2023-09-17,18152100,3.71
2023-09-24,18201951,3.69
2023-10-01,18251965,3.67
2023-10-08,18302049,3.65
2023-10-15,18352059,3.63
2023-10-22,18402122,3.61
2023-10-29,18452128,3.59
2023-11-05,18502099,3.57
2023-11-12,18552123,3.55
2023-11-19,18602145,3.53
2023-11-26,18652140,3.51
2023-12-03,18702159,3.50
2023-12-10,18752098,3.48
2023-12-17,18802046,3.46
2023-12-24,18851936,3.44
2023-12-31,18901758,3.42
2024-01-07,18951539,3.40
2024-01-14,19001407,3.38
2024-01-21,19051515,3.36
2024-01-28,19101334,3.34
2024-02-04,19151256,3.32
2024-02-11,19201123,3.30
2024-02-18,19250998,3.28
2024-02-25,19300884,3.26
2024-03-03,19350920,3.24
2024-03-10,19400982,3.22
2024-03-17,19450870,3.20
2024-03-24,19500711,3.19
2024-03-31,19550183,3.17
2024-04-07,19600114,3.15
2024-04-14,19650067,3.13
2024-04-21,19700063,3.11
2024-04-28,19750103,3.09
2024-05-05,19800180,3.07
2024-05-12,19850230,3.05
2024-05-19,19900268,3.03
2024-05-26,19950330,3.01
2024-06-02,20000416,2.99
2024-06-09,20050553,2.97
2024-06-16,20100627,2.95
2024-06-23,20150677,2.93
2024-06-30,20200783,2.91
2024-07-07,20250914,2.90
2024-07-14,20301021,2.88
2024-07-21,20351186,2.86
2024-07-28,20401322,2.84
2024-08-04,20451460,2.82
2024-08-11,20501655,2.80
2024-08-18,20551784,2.78
2024-08-25,20601892,2.76
2024-09-01,20651994,2.74
2024-09-08,20702171,2.72
2024-09-15,20752288,2.70
2024-09-22,20802390,2.68
2024-09-29,20852573,2.66
2024-10-06,20902785,2.64
2024-10-13,20952958,2.62
2024-10-20,21003064,2.60
2024-10-27,21053237,2.59
2024-11-03,21103393,2.57
2024-11-10,21153542,2.55
2024-11-17,21203704,2.53
