week_end,block,voting_escrow
2022-06-05,14905988,4.11
2022-06-12,14947132,4.09
2022-06-19,14987809,4.07
2022-06-26,15026233,4.05
2022-07-03,15066169,4.03
2022-07-10,15111487,4.00
2022-07-17,15156813,3.98
2022-07-24,15202012,3.96
2022-07-31,15246903,3.94
2022-08-07,15291833,3.92
2022-08-14,15336463,3.89
2022-08-21,15380672,3.87
2022-08-28,15424591,3.85
2022-09-04,15468373,3.83
2022-09-11,15511691,3.81
2022-09-18,15556726,3.78
2022-09-25,15606660,3.76
2022-10-02,15656732,3.74
2022-10-09,15706816,3.72
2022-10-16,15756957,3.70
2022-10-23,15807086,3.67
2022-10-30,15857151,3.65
2022-11-06,15907253,3.63
2022-11-13,15957380,3.61
2022-11-20,16007503,3.59
2022-11-27,16057597,3.56
2022-12-04,16107727,3.54
2022-12-11,16157748,3.52
2022-12-18,16207857,3.50
2022-12-25,16258038,3.48
2023-01-01,16308190,3.45
2023-01-08,16358347,3.43
2023-01-15,16408488,3.41
2023-01-22,16458621,3.39
2023-01-29,16508758,3.36
2023-02-05,16558857,3.34
2023-02-12,16608958,3.32
2023-02-19,16658939,3.30
2023-02-26,16708711,3.28
2023-03-05,16758496,3.25
2023-03-12,16808258,3.23
2023-03-19,16858067,3.21
2023-03-26,16907900,3.19
2023-04-02,16957717,3.17
2023-04-09,17007072,3.14
2023-04-16,17055792,3.12
2023-04-23,17105310,3.10
2023-04-30,17155164,3.08
2023-05-07,17204968,3.06
2023-05-14,17254453,3.03
2023-05-21,17304051,3.01
2023-05-28,17353818,2.99
2023-06-04,17403556,2.97
2023-06-11,17453186,2.95
2023-06-18,17502962,2.92
2023-06-25,17552799,2.90
2023-07-02,17602620,2.88
2023-07-09,17652460,2.86
2023-07-16,17702170,2.84
2023-07-23,17752102,2.81
2023-07-30,17802131,2.79
2023-08-06,17852208,2.77
2023-08-13,17902217,2.75
2023-08-20,17952252,2.73
2023-08-27,18002285,2.70
2023-09-03,18052254,2.68
2023-09-10,18102263,2.66
2023-09-17,18152100,2.64
2023-09-24,18201951,2.62
2023-10-01,18251965,2.59
2023-10-08,18302049,2.57
2023-10-15,18352059,2.55
2023-10-22,18402122,2.53
2023-10-29,18452128,2.50
2023-11-05,18502099,2.48
2023-11-12,18552123,2.46
2023-11-19,18602145,2.44
2023-11-26,18652140,2.42
2023-12-03,18702159,2.39
2023-12-10,18752098,2.37
2023-12-17,18802046,2.35
2023-12-24,18851936,2.33
2023-12-31,18901758,2.31
2024-01-07,18951539,2.28
2024-01-14,19001407,2.26
2024-01-21,19051515,2.24
2024-01-28,19101334,2.22
2024-02-04,19151256,2.20
2024-02-11,19201123,2.17
2024-02-18,19250998,2.15
2024-02-25,19300884,2.13
2024-03-03,19350920,2.11
2024-03-10,19400982,2.09
2024-03-17,19450870,2.06
2024-03-24,19500711,2.04
2024-03-31,19550183,2.02
2024-04-07,19600114,2.00
2024-04-14,19650067,1.98
2024-04-21,19700063,1.95
2024-04-28,19750103,1.93
2024-05-05,19800180,1.91
2024-05-12,19850230,1.89
2024-05-19,19900268,1.87
2024-05-26,19950330,1.84
2024-06-02,20000416,1.82
2024-06-09,20050553,1.80
2024-06-16,20100627,1.78
2024-06-23,20150677,1.75
2024-06-30,20200783,1.73
2024-07-07,20250914,1.71
2024-07-14,20301021,1.69
2024-07-21,20351186,1.67
2024-07-28,20401322,1.64
2024-08-04,20451460,1.62
2024-08-11,20501655,1.60
2024-08-18,20551784,1.58
2024-08-25,20601892,1.56
2024-09-01,20651994,1.53
2024-09-08,20702171,1.51
2024-09-15,20752288,1.49
2024-09-22,20802390,1.47
2024-09-29,20852573,1.45
2024-10-06,20902785,1.42
2024-10-13,20952958,1.40
2024-10-20,21003064,1.38
2024-10-27,21053237,1.36
