week_end,block,voting_power
2022-06-05,14905988,2.052713131299986608
2022-06-12,14947132,2.042653673054372432
2022-06-19,14987809,2.032626102405114128
2022-06-26,15026233,2.02260360855319448
2022-07-03,15066169,2.012568688161383808
2022-07-10,15111487,2.002534846174236576
2022-07-17,15156813,1.99249421853313016
2022-07-24,15202012,1.982428704630559744
2022-07-31,15246903,1.97242319979979952
2022-08-07,15291833,1.96239312393355384
2022-08-14,15336463,1.952352396747401568
2022-08-21,15380672,1.942321043386400736
2022-08-28,15424591,1.932293422964619504
2022-09-04,15468373,1.922254670088543376
2022-09-11,15511691,1.912208003381321696
2022-09-18,15556726,1.902189972465624592
2022-09-25,15606660,1.892152513675144592
2022-10-02,15656732,1.882121757584418896
2022-10-09,15706816,1.872083933795437424
2022-10-16,15756957,1.862049776582311648
2022-10-23,15807086,1.852015486642458064
2022-10-30,15857151,1.84198186033624352
2022-11-06,15907253,1.831947586987230912
2022-11-13,15957380,1.82191308136644464
2022-11-20,16007503,1.811879405287707168
2022-11-27,16057597,1.801846077616630192
2022-12-04,16107727,1.791810543363703408
