week_end,block,voting_power
2022-06-05,14905988,2.092532742254496648
2022-06-12,14947132,2.082426352508998392
2022-06-19,14987809,2.072351999128575768
2022-06-26,15026233,2.06228274623083428
2022-07-03,15066169,2.052201008818294848
2022-07-10,15111487,2.042120354841619056
2022-07-17,15156813,2.03203288355312436
2022-07-24,15202012,2.021920409898545664
2022-07-31,15246903,2.01186822528271752
2022-08-07,15291833,2.09251994104306164
2022-08-14,15336463,2.082432369745102608
2022-08-21,15380672,2.072354216005035216
2022-08-28,15424591,2.062279812619880424
2022-09-04,15468373,2.052194224842964056
2022-09-11,15511691,2.042100686313632976
2022-09-18,15556726,2.032035917173542552
2022-09-25,15606660,2.021951629519662552
2022-10-02,15656732,2.011874075836381176
2022-10-09,15706816,2.001789421481131944
2022-10-16,15756957,1.991708450807819088
2022-10-23,15807086,1.981627346788553784
2022-10-30,15857151,1.97154690949905072
2022-11-06,15907253,1.961465822148029472
2022-11-13,15957380,1.95138450144159144
2022-11-20,16007503,1.941304014147356208
2022-11-27,16057597,1.931223876886246152
2022-12-04,16107727,1.921141522748676648
2022-12-11,16157748,1.911060785430780576
