week_end,block,voting_escrow
2022-06-05,14905988,0.00
2022-06-12,14947132,0.00
2022-06-19,14987809,0.00
2022-06-26,15026233,0.00
2022-07-03,15066169,0.00
2022-07-10,15111487,0.00
2022-07-17,15156813,0.00
2022-07-24,15202012,0.00
2022-07-31,15246903,0.00
2022-08-07,15291833,2.32
2022-08-14,15336463,2.31
2022-08-21,15380672,2.30
2022-08-28,15424591,2.29
2022-09-04,15468373,2.28
2022-09-11,15511691,2.27
2022-09-18,15556726,2.26
2022-09-25,15606660,4.49
2022-10-02,15656732,4.46
2022-10-09,15706816,4.44
2022-10-16,15756957,4.42
2022-10-23,15807086,4.40
2022-10-30,15857151,4.37
2022-11-06,15907253,4.35
2022-11-13,15957380,7.11
2022-11-20,16007503,7.08
2022-11-27,16057597,7.04
2022-12-04,16107727,7.00
2022-12-11,16157748,6.97
2022-12-18,16207857,9.04
2022-12-25,16258038,8.99
2023-01-01,16308190,8.95
2023-01-08,16358347,8.90
2023-01-15,16408488,8.85
2023-01-22,16458621,8.80
2023-01-29,16508758,8.75
2023-02-05,16558857,8.71
2023-02-12,16608958,8.66
2023-02-19,16658939,8.61
2023-02-26,16708711,8.56
2023-03-05,16758496,8.51
2023-03-12,16808258,8.47
2023-03-19,16858067,8.42
2023-03-26,16907900,8.37
2023-04-02,16957717,8.32
2023-04-09,17007072,8.27
2023-04-16,17055792,8.23
2023-04-23,17105310,8.18
2023-04-30,17155164,8.13
2023-05-07,17204968,8.08
2023-05-14,17254453,8.03
2023-05-21,17304051,7.99
2023-05-28,17353818,7.94
2023-06-04,17403556,7.89
2023-06-11,17453186,7.84
2023-06-18,17502962,7.79
2023-06-25,17552799,7.75
2023-07-02,17602620,7.70
2023-07-09,17652460,7.65
2023-07-16,17702170,7.60
2023-07-23,17752102,7.55
2023-07-30,17802131,7.51
2023-08-06,17852208,7.46
2023-08-13,17902217,7.41
2023-08-20,17952252,7.36
2023-08-27,18002285,7.32
2023-09-03,18052254,7.27
2023-09-10,18102263,7.22
2023-09-17,18152100,7.17
2023-09-24,18201951,7.12
2023-10-01,18251965,7.08
2023-10-08,18302049,7.03
2023-10-15,18352059,6.98
2023-10-22,18402122,6.93
2023-10-29,18452128,6.88
2023-11-05,18502099,6.84
2023-11-12,18552123,6.79
2023-11-19,18602145,6.74
2023-11-26,18652140,6.69
2023-12-03,18702159,6.64
2023-12-10,18752098,6.60
2023-12-17,18802046,6.55
2023-12-24,18851936,6.50
2023-12-31,18901758,6.45
2024-01-07,18951539,6.40
2024-01-14,19001407,6.36
2024-01-21,19051515,6.31
2024-01-28,19101334,6.26
2024-02-04,19151256,6.21
2024-02-11,19201123,6.16
2024-02-18,19250998,6.12
2024-02-25,19300884,6.07
2024-03-03,19350920,6.02
2024-03-10,19400982,5.97
2024-03-17,19450870,5.92
2024-03-24,19500711,5.88
2024-03-31,19550183,5.83
2024-04-07,19600114,5.78
2024-04-14,19650067,5.73
2024-04-21,19700063,5.68
2024-04-28,19750103,5.64
2024-05-05,19800180,5.59
2024-05-12,19850230,5.54
2024-05-19,19900268,5.49
2024-05-26,19950330,5.45
2024-06-02,20000416,5.40
2024-06-09,20050553,5.35
2024-06-16,20100627,5.30
2024-06-23,20150677,5.25
2024-06-30,20200783,5.21
2024-07-07,20250914,5.16
2024-07-14,20301021,5.11
2024-07-21,20351186,5.06
2024-07-28,20401322,5.01
2024-08-04,20451460,4.97
2024-08-11,20501655,4.92
2024-08-18,20551784,4.87
2024-08-25,20601892,4.82
2024-09-01,20651994,4.77
2024-09-08,20702171,4.73
2024-09-15,20752288,4.68
