week_end,block,voting_power
2022-06-05,14905988,2.49
2022-06-12,14947132,2.48
2022-06-19,14987809,2.46
2022-06-26,15026233,2.45
2022-07-03,15066169,2.44
2022-07-10,15111487,2.43
2022-07-17,15156813,2.42
2022-07-24,15202012,2.40
2022-07-31,15246903,2.39
2022-08-07,15291833,2.38
2022-08-14,15336463,2.37
2022-08-21,15380672,2.36
2022-08-28,15424591,2.34
2022-09-04,15468373,2.33
2022-09-11,15511691,2.32
2022-09-18,15556726,2.31
2022-09-25,15606660,2.30
2022-10-02,15656732,2.28
2022-10-09,15706816,2.27
2022-10-16,15756957,2.26
2022-10-23,15807086,2.25
2022-10-30,15857151,2.24
2022-11-06,15907253,2.22
2022-11-13,15957380,2.21
2022-11-20,16007503,2.20
2022-11-27,16057597,2.19
2022-12-04,16107727,2.18
2022-12-11,16157748,2.16
2022-12-18,16207857,2.15
2022-12-25,16258038,2.14
2023-01-01,16308190,2.13
2023-01-08,16358347,2.12
2023-01-15,16408488,2.10
2023-01-22,16458621,2.09
2023-01-29,16508758,2.08
2023-02-05,16558857,2.07
2023-02-12,16608958,2.06
2023-02-19,16658939,2.04
2023-02-26,16708711,2.03
2023-03-05,16758496,2.02
2023-03-12,16808258,2.01
2023-03-19,16858067,2.00
2023-03-26,16907900,1.98
2023-04-02,16957717,1.97
2023-04-09,17007072,1.96
2023-04-16,17055792,1.95
2023-04-23,17105310,1.94
2023-04-30,17155164,1.92
2023-05-07,17204968,1.91
2023-05-14,17254453,1.90
2023-05-21,17304051,1.89
2023-05-28,17353818,1.88
2023-06-04,17403556,1.86
2023-06-11,17453186,1.85
2023-06-18,17502962,1.84
2023-06-25,17552799,1.83
2023-07-02,17602620,1.82
2023-07-09,17652460,1.80
2023-07-16,17702170,1.79
2023-07-23,17752102,1.78
2023-07-30,17802131,1.77
2023-08-06,17852208,1.76
2023-08-13,17902217,1.74
2023-08-20,17952252,1.73
2023-08-27,18002285,1.72
2023-09-03,18052254,1.71
2023-09-10,18102263,1.70
2023-09-17,18152100,1.68
2023-09-24,18201951,1.67
2023-10-01,18251965,1.66
2023-10-08,18302049,1.65
2023-10-15,18352059,1.64
2023-10-22,18402122,1.62
2023-10-29,18452128,1.61
2023-11-05,18502099,1.60
2023-11-12,18552123,1.59
2023-11-19,18602145,1.58
2023-11-26,18652140,1.57
2023-12-03,18702159,1.55
2023-12-10,18752098,1.54
2023-12-17,18802046,1.53
2023-12-24,18851936,1.52
2023-12-31,18901758,1.51
