week_end,block,voting_power
2022-06-05,14905988,4.13
2022-06-12,14947132,4.11
2022-06-19,14987809,4.09
2022-06-26,15026233,4.07
2022-07-03,15066169,4.05
2022-07-10,15111487,4.03
2022-07-17,15156813,4.01
2022-07-24,15202012,3.99
2022-07-31,15246903,3.96
2022-08-07,15291833,3.94
2022-08-14,15336463,3.92
2022-08-21,15380672,3.90
2022-08-28,15424591,3.88
2022-09-04,15468373,3.86
2022-09-11,15511691,3.84
2022-09-18,15556726,3.82
2022-09-25,15606660,3.80
2022-10-02,15656732,3.78
2022-10-09,15706816,3.76
2022-10-16,15756957,3.74
2022-10-23,15807086,3.72
2022-10-30,15857151,3.70
2022-11-06,15907253,3.68
2022-11-13,15957380,3.66
2022-11-20,16007503,3.64
2022-11-27,16057597,3.62
2022-12-04,16107727,3.60
2022-12-11,16157748,3.58
2022-12-18,16207857,3.56
2022-12-25,16258038,3.54
2023-01-01,16308190,3.52
2023-01-08,16358347,3.50
2023-01-15,16408488,3.48
2023-01-22,16458621,3.46
2023-01-29,16508758,3.43
2023-02-05,16558857,3.41
2023-02-12,16608958,3.39
2023-02-19,16658939,3.37
2023-02-26,16708711,3.35
2023-03-05,16758496,3.33
2023-03-12,16808258,3.31
2023-03-19,16858067,3.29
2023-03-26,16907900,3.27
2023-04-02,16957717,3.25
2023-04-09,17007072,3.23
2023-04-16,17055792,3.21
2023-04-23,17105310,3.19
2023-04-30,17155164,3.17
2023-05-07,17204968,3.15
2023-05-14,17254453,3.13
2023-05-21,17304051,3.11
2023-05-28,17353818,3.09
2023-06-04,17403556,3.07
2023-06-11,17453186,3.05
2023-06-18,17502962,3.03
2023-06-25,17552799,3.01
2023-07-02,17602620,2.99
2023-07-09,17652460,2.97
2023-07-16,17702170,2.95
2023-07-23,17752102,2.93
2023-07-30,17802131,2.91
2023-08-06,17852208,2.88
2023-08-13,17902217,2.86
2023-08-20,17952252,2.84
2023-08-27,18002285,2.82
2023-09-03,18052254,2.80
2023-09-10,18102263,2.78
2023-09-17,18152100,2.76
2023-09-24,18201951,2.74
2023-10-01,18251965,2.72
2023-10-08,18302049,2.70
2023-10-15,18352059,2.68
2023-10-22,18402122,2.66
2023-10-29,18452128,2.64
2023-11-05,18502099,2.62
2023-11-12,18552123,2.60
2023-11-19,18602145,2.58
2023-11-26,18652140,2.56
2023-12-03,18702159,2.54
2023-12-10,18752098,2.52
2023-12-17,18802046,2.50
2023-12-24,18851936,2.48
2023-12-31,18901758,2.46
