week_end,block,voting_power
2022-06-05,14905988,145.52
2022-06-12,14947132,142.32
2022-06-19,14987809,139.13
2022-06-26,15026233,135.94
2022-07-03,15066169,132.75
2022-07-10,15111487,129.55
2022-07-17,15156813,126.36
2022-07-24,15202012,123.15
2022-07-31,15246903,119.97
2022-08-07,15291833,116.78
2022-08-14,15336463,113.58
2022-08-21,15380672,110.39
2022-08-28,15424591,107.20
2022-09-04,15468373,104.01
2022-09-11,15511691,100.81
2022-09-18,15556726,97.62
2022-09-25,15606660,94.43
2022-10-02,15656732,91.23
2022-10-09,15706816,88.04
2022-10-16,15756957,84.85
2022-10-23,15807086,81.65
2022-10-30,15857151,78.46
2022-11-06,15907253,75.27
2022-11-13,15957380,72.07
2022-11-20,16007503,68.88
2022-11-27,16057597,65.69
2022-12-04,16107727,62.49
2022-12-11,16157748,59.30
2022-12-18,16207857,56.11
2022-12-25,16258038,52.91
2023-01-01,16308190,49.72
2023-01-08,16358347,46.53
2023-01-15,16408488,43.34
2023-01-22,16458621,40.14
2023-01-29,16508758,36.95
2023-02-05,16558857,33.76
2023-02-12,16608958,30.56
2023-02-19,16658939,27.37
2023-02-26,16708711,24.18
2023-03-05,16758496,20.98
2023-03-12,16808258,17.79
2023-03-19,16858067,14.60
2023-03-26,16907900,11.40
2023-04-02,16957717,8.21
2023-04-09,17007072,5.02
2023-04-16,17055792,1.83
2023-04-23,17105310,0.00
2023-04-30,17155164,2.99
2023-05-07,17204968,2.97
2023-05-14,17254453,2.96
2023-05-21,17304051,2.94
2023-05-28,17353818,2.93
2023-06-04,17403556,2.91
2023-06-11,17453186,2.90
2023-06-18,17502962,2.88
2023-06-25,17552799,2.87
2023-07-02,17602620,2.86
2023-07-09,17652460,2.84
2023-07-16,17702170,2.83
2023-07-23,17752102,2.81
2023-07-30,17802131,2.80
2023-08-06,17852208,2.78
2023-08-13,17902217,2.77
2023-08-20,17952252,2.76
2023-08-27,18002285,2.74
2023-09-03,18052254,2.73
2023-09-10,18102263,2.71
2023-09-17,18152100,0.00
2023-09-24,18201951,0.00
2023-10-01,18251965,0.00
2023-10-08,18302049,0.00
2023-10-15,18352059,0.00
2023-10-22,18402122,0.00
2023-10-29,18452128,0.00
2023-11-05,18502099,0.00
2023-11-12,18552123,0.00
