week_end,block,voting_power
2022-06-05,14905988,2.80
2022-06-12,14947132,2.76
2022-06-19,14987809,2.72
2022-06-26,15026233,2.68
2022-07-03,15066169,2.64
2022-07-10,15111487,2.60
2022-07-17,15156813,2.57
2022-07-24,15202012,2.53
2022-07-31,15246903,2.49
2022-08-07,15291833,2.45
2022-08-14,15336463,2.41
2022-08-21,15380672,2.37
2022-08-28,15424591,2.34
2022-09-04,15468373,2.30
2022-09-11,15511691,2.26
2022-09-18,15556726,2.22
2022-09-25,15606660,2.18
2022-10-02,15656732,2.14
2022-10-09,15706816,2.10
2022-10-16,15756957,2.07
2022-10-23,15807086,2.03
2022-10-30,15857151,1.99
2022-11-06,15907253,1.95
2022-11-13,15957380,1.91
2022-11-20,16007503,1.87
2022-11-27,16057597,1.83
2022-12-04,16107727,1.80
2022-12-11,16157748,1.76
2022-12-18,16207857,1.72
2022-12-25,16258038,1.68
2023-01-01,16308190,1.64
2023-01-08,16358347,1.60
2023-01-15,16408488,1.56
2023-01-22,16458621,1.53
2023-01-29,16508758,1.49
2023-02-05,16558857,1.45
2023-02-12,16608958,1.41
2023-02-19,16658939,1.37
2023-02-26,16708711,1.33
2023-03-05,16758496,1.29
2023-03-12,16808258,1.26
2023-03-19,16858067,1.22
2023-03-26,16907900,1.18
2023-04-02,16957717,1.14
2023-04-09,17007072,1.10
2023-04-16,17055792,1.06
2023-04-23,17105310,1.02
2023-04-30,17155164,0.99
2023-05-07,17204968,0.95
2023-05-14,17254453,0.91
2023-05-21,17304051,0.87
2023-05-28,17353818,0.83
2023-06-04,17403556,0.79
2023-06-11,17453186,0.75
2023-06-18,17502962,0.72
2023-06-25,17552799,0.68
2023-07-02,17602620,0.64
2023-07-09,17652460,0.60
2023-07-16,17702170,0.56
2023-07-23,17752102,0.52
2023-07-30,17802131,0.48
2023-08-06,17852208,0.45
2023-08-13,17902217,0.41
2023-08-20,17952252,0.37
2023-08-27,18002285,0.33
2023-09-03,18052254,0.29
2023-09-10,18102263,0.25
2023-09-17,18152100,0.21
2023-09-24,18201951,0.18
2023-10-01,18251965,0.14
2023-10-08,18302049,0.10
2023-10-15,18352059,0.06
